price,odo,khv,vdk,blg,age
1300000.0,195000.0,1.0,0.0,0.0,10.0
999999.0,160000.0,1.0,0.0,0.0,13.0
1420000.0,138000.0,1.0,0.0,0.0,10.0
1000050.0,380000.0,1.0,0.0,0.0,13.0
1250000.0,181100.0,1.0,0.0,0.0,13.0
1200000.0,300000.0,1.0,0.0,0.0,13.0
1170000.0,235000.0,1.0,0.0,0.0,11.0
1420000.0,153500.0,1.0,0.0,0.0,13.0
980000.0,232000.0,1.0,0.0,0.0,13.0
1335000.0,105000.0,1.0,0.0,0.0,12.0
1310000.0,88000.0,1.0,0.0,0.0,12.0
1350000.0,260000.0,1.0,0.0,0.0,13.0
1100000.0,220000.0,0.0,0.0,1.0,12.0
850000.0,150000.0,0.0,0.0,1.0,12.0
1130000.0,202000.0,0.0,1.0,0.0,13.0
1090000.0,200000.0,0.0,1.0,0.0,13.0
1090000.0,242000.0,0.0,1.0,0.0,11.0
1000000.0,213000.0,0.0,1.0,0.0,13.0
